movieId,title,avg_rating,review,token_count_raw,clean_review,token_count_clean
2959,Fight Club (1999),4.272935779816514,"Fincher at his most unhinged. A brilliant, anarchic, and utterly provocative film.",12,fincher unhinged brilliant anarchic utterly provocative,6
2959,Fight Club (1999),4.272935779816514,The twist is one of cinema's all-time greatest. Blew my mind completely.,12,twist cinema greatest blew mind completely,6
2959,Fight Club (1999),4.272935779816514,"Edgy and stylish, but the philosophy is more teenage rebellion than genuine insight.",13,edgy stylish philosophy teenage rebellion genuine insight,7
2959,Fight Club (1999),4.272935779816514,Brad Pitt was never cooler. An absolutely electric performance.,9,brad pitt cooler absolutely electric performance,6
2959,Fight Club (1999),4.272935779816514,A genuine cultural provocation that still feels dangerous and exciting.,10,genuine cultural provocation feels dangerous exciting,6
2959,Fight Club (1999),4.272935779816514,Glorifies toxic masculinity under the guise of critique. I couldn't shake my discomfort.,13,glorifies toxic masculinity guise critique shake discomfort,7
2959,Fight Club (1999),4.272935779816514,The cinematography and editing are extraordinary. Fincher's best film.,9,cinematography editing extraordinary fincher best,5
2959,Fight Club (1999),4.272935779816514,"Quotable, stylish, and deeply strange. A film that demands multiple viewings.",11,quotable stylish deeply strange demands multiple viewings,7
1,Toy Story (1995),3.92093023255814,Pixar's first film and still one of their very best. Pure animated joy.,13,pixar best pure animated joy,5
1,Toy Story (1995),3.92093023255814,A genuinely groundbreaking film that works just as well for adults as for children.,14,genuinely groundbreaking works adults children,5
1,Toy Story (1995),3.92093023255814,Tom Hanks and Tim Allen are perfect. The voice acting is extraordinary.,12,tom hanks tim allen perfect voice acting extraordinary,8
1,Toy Story (1995),3.92093023255814,Animation that tells a genuinely moving story about friendship and growing up.,12,animation tells genuinely moving story friendship growing,7
1,Toy Story (1995),3.92093023255814,Cute but the animation looks primitive today. The story is charming though.,12,cute animation looks primitive today story charming,7
1,Toy Story (1995),3.92093023255814,Revolutionary at the time and still charming today. A family classic.,11,revolutionary charming today family classic,5
1,Toy Story (1995),3.92093023255814,The concept of toys coming to life is handled with such imagination and heart.,14,concept toys coming life handled imagination heart,7
1,Toy Story (1995),3.92093023255814,One of the best children's films ever made. Timeless and beautiful.,11,best children films ever timeless beautiful,6
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,"The best Star Wars film by a significant margin. Darker, deeper, and more emotionally rich.",15,best star wars significant margin darker deeper emotionally rich,9
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,The Vader reveal is the greatest plot twist in movie history. Nothing comes close.,14,vader reveal greatest plot twist history comes close,8
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,A perfect sequel that raises the stakes and deepens every character.,11,perfect sequel raises stakes deepens character,6
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,"Some scenes drag a bit, but the final act more than makes up for it.",15,scenes drag final act makes,5
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,"The asteroid field sequence is Spielberg-level filmmaking. Wait, Lucas. You know what I mean.",14,asteroid field sequence spielberg level filmmaking wait lucas mean,9
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,Yoda is an instant icon. The film introduces so much that would define the series.,15,yoda instant icon introduces define series,6
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,The ending leaves you devastated and desperate for more. Perfect cliffhanger storytelling.,12,ending leaves devastated desperate perfect cliffhanger storytelling,7
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,Darker and more mature than the original. The gold standard for sequels.,12,darker mature original gold standard sequels,6
50,"Usual Suspects, The (1995)",4.237745098039215,The greatest twist ending in cinema history. Nothing can prepare you for it.,13,greatest twist ending cinema history prepare,6
50,"Usual Suspects, The (1995)",4.237745098039215,Kevin Spacey gives a career-defining performance. Absolutely brilliant.,8,kevin spacey gives career defining performance absolutely brilliant,8
50,"Usual Suspects, The (1995)",4.237745098039215,"A twisty, clever thriller that rewards careful viewing. Criminally underrated.",10,twisty clever thriller rewards careful viewing criminally underrated,8
50,"Usual Suspects, The (1995)",4.237745098039215,"Once you know the twist, a second viewing reveals just how perfectly it was constructed.",15,twist second viewing reveals perfectly constructed,6
50,"Usual Suspects, The (1995)",4.237745098039215,The ensemble is extraordinary. Every performance is perfectly calibrated.,9,ensemble extraordinary performance perfectly calibrated,5
50,"Usual Suspects, The (1995)",4.237745098039215,A labyrinthine mystery that's endlessly satisfying. One of the 90s' best films.,12,labyrinthine mystery endlessly satisfying best films,6
50,"Usual Suspects, The (1995)",4.237745098039215,"Smart, stylish, and completely gripping. The kind of thriller they don't make anymore.",13,smart stylish completely gripping kind thriller anymore,7
50,"Usual Suspects, The (1995)",4.237745098039215,"Even knowing the twist, it's a masterful piece of filmmaking.",10,knowing twist masterful piece filmmaking,5
2858,American Beauty (1999),4.056372549019608,A scathing dissection of suburban mediocrity. Kevin Spacey is riveting.,10,scathing dissection suburban mediocrity kevin spacey riveting,7
2858,American Beauty (1999),4.056372549019608,Beautifully shot and deeply uncomfortable in the best way. A genuine classic.,12,beautifully shot deeply uncomfortable best genuine classic,7
2858,American Beauty (1999),4.056372549019608,"The plastic bag scene is laughably pretentious. Beautiful cinematography, hollow film.",11,plastic bag scene laughably pretentious beautiful cinematography hollow,8
2858,American Beauty (1999),4.056372549019608,"A film that thinks it's more profound than it is, but still manages to be compelling.",16,thinks profound manages compelling,4
2858,American Beauty (1999),4.056372549019608,Theron Birch steals the film. The cinematography by Conrad Hall is extraordinary.,12,theron birch steals cinematography conrad hall extraordinary,7
2858,American Beauty (1999),4.056372549019608,Felt revolutionary in 1999 and still resonates. A bit dated in its attitudes though.,14,felt revolutionary resonates dated attitudes,5
2858,American Beauty (1999),4.056372549019608,Annette Bening is criminally underrated in this. One of the great female performances.,13,annette bening criminally underrated great female performances,7
2858,American Beauty (1999),4.056372549019608,"Dark, funny, and deeply sad. A film that captures a certain American emptiness perfectly.",14,dark funny deeply sad captures certain american emptiness perfectly,9
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,What's in the box?! The most gut-punching ending in thriller history.,11,box gut punching ending thriller history,6
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Fincher creates an oppressive atmosphere unlike anything else. Genuinely disturbing.,10,fincher creates oppressive atmosphere unlike else genuinely disturbing,8
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Freeman and Pitt are electric together. The mystery is cleverly constructed.,11,freeman pitt electric together mystery cleverly constructed,7
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Too bleak and nihilistic for my taste. Technically brilliant but emotionally exhausting.,12,bleak nihilistic taste technically brilliant emotionally exhausting,7
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,One of the great thrillers. The darkness feels earned rather than gratuitous.,12,great thrillers darkness feels earned gratuitous,6
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,The killer's logic is terrifying precisely because it makes a twisted kind of sense.,14,killer logic terrifying precisely makes twisted kind sense,8
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Brilliant visual design serves a genuinely shocking story. A landmark of the genre.,13,brilliant visual design serves genuinely shocking story landmark genre,9
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Deeply uncomfortable viewing but absolutely essential cinema.,7,deeply uncomfortable viewing absolutely essential cinema,6
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,Mindless summer blockbuster fun. Will Smith is charismatic as ever.,10,mindless summer blockbuster fun smith charismatic ever,7
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,Spectacular destruction sequences. Exactly what you want from a summer movie.,11,spectacular destruction sequences exactly want summer,6
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,Stupid but enormously entertaining. The presidential speech is pure cheese gold.,11,stupid enormously entertaining presidential speech pure cheese gold,8
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,The effects are dated but the sheer scale of spectacle is still impressive.,13,effects dated sheer scale spectacle impressive,6
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,A silly but genuinely exciting alien invasion movie. Pure popcorn entertainment.,11,silly genuinely exciting alien invasion pure popcorn entertainment,8
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,Jeff Goldblum saves the world with a MacBook. Dumb as rocks but hugely entertaining.,14,jeff goldblum saves world macbook dumb rocks hugely entertaining,9
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,"The alien design is terrifying. The human story less so, but it works as spectacle.",15,alien design terrifying human story less works spectacle,8
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,"Fun for about 90 minutes, then completely exhausting. It's at least 30 minutes too long.",15,fun minutes completely exhausting least minutes long,7
150,Apollo 13 (1995),3.845771144278607,Thrilling despite knowing the outcome. Ron Howard at his most technically accomplished.,12,thrilling despite knowing outcome ron howard technically accomplished,8
150,Apollo 13 (1995),3.845771144278607,"Tom Hanks, Kevin Bacon, and Bill Paxton are all superb. A genuinely gripping true story.",15,tom hanks kevin bacon bill paxton superb genuinely gripping true story,11
150,Apollo 13 (1995),3.845771144278607,The attention to historical detail is remarkable. An underrated gem.,10,attention historical detail remarkable underrated gem,6
150,Apollo 13 (1995),3.845771144278607,Tense and moving. Ed Harris is magnificent as the NASA flight director.,12,tense moving harris magnificent nasa flight director,7
150,Apollo 13 (1995),3.845771144278607,A bit glossy and Hollywood-ized but the core story is so compelling it doesn't matter.,15,glossy hollywood ized core story compelling matter,7
150,Apollo 13 (1995),3.845771144278607,One of the best 'true story' films ever made. Riveting from start to finish.,14,best true story films ever riveting start finish,8
150,Apollo 13 (1995),3.845771144278607,"Safe and conventional filmmaking, but the true events are so extraordinary it overcomes that.",14,safe conventional filmmaking true events extraordinary overcomes,7
150,Apollo 13 (1995),3.845771144278607,The capsule sequences are claustrophobically tense. Excellent technical filmmaking.,9,capsule sequences claustrophobically tense excellent technical filmmaking,7
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075,The perfect adventure film. Every single scene is iconic.,9,perfect adventure single scene iconic,5
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075,Harrison Ford defined an archetype with this role. Pure cinematic magic.,11,harrison ford defined archetype role pure cinematic magic,8
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075,Spielberg and Lucas at the absolute top of their games. A treasure.,12,spielberg lucas absolute top games treasure,6
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075,Still the gold standard for action-adventure films. Nothing has bettered it.,11,gold standard action adventure films bettered,6
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075,"The boulder scene, the face-melting finale — pure genius from start to finish.",13,boulder scene face melting finale pure genius start finish,9
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075,Fun and fast-paced but the ending is a bit of a cop-out. Still enormously enjoyable.,15,fun fast paced ending cop enormously enjoyable,7
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075,John Williams' score is as perfect as the film itself. An absolute classic.,13,john williams score perfect absolute classic,6
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075,The greatest adventure film ever made. Endlessly rewatchable and always thrilling.,11,greatest adventure ever endlessly rewatchable always thrilling,7
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,Jackson pulled off the impossible. This adaptation is everything a Tolkien fan could dream of.,15,jackson pulled impossible adaptation tolkien fan dream,7
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,"Three hours fly by. Immersive, epic, and emotionally involving.",9,hours fly immersive epic emotionally involving,6
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,The world-building is extraordinary. Middle-earth feels genuinely real.,8,world building extraordinary middle earth feels genuinely real,8
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,Too long and slow in the first half. The Mines of Moria sequence saves it.,15,long slow half mines moria sequence saves,7
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,A stunning technical achievement that never loses sight of its emotional core.,12,stunning technical achievement loses sight emotional core,7
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,Ian McKellen IS Gandalf. The casting throughout is impeccable.,9,ian mckellen gandalf casting throughout impeccable,6
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,"The most ambitious fantasy film ever made, and one of the most successful.",13,ambitious fantasy ever successful,4
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,Sets up an extraordinary trilogy with patience and craft. A masterpiece.,11,sets extraordinary trilogy patience craft masterpiece,6
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816,A satisfying conclusion to the original trilogy. The Jabba palace sequence is wild.,13,satisfying conclusion original trilogy jabba palace sequence wild,8
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816,The forest moon battle is my favorite sequence in any Star Wars film.,13,forest moon battle favorite sequence any star wars,8
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816,"The Ewoks are a bit much, but the Luke/Vader/Emperor scenes are the trilogy's emotional peak.",15,ewoks luke vader emperor scenes trilogy emotional peak,8
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816,Slightly weaker than its predecessors but a worthy conclusion to the saga.,12,slightly weaker predecessors worthy conclusion saga,6
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816,The final confrontation between Luke and Vader is cinema's greatest father-son moment.,12,final confrontation luke vader cinema greatest father son moment,9
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816,Too cute and commercial. The Ewoks dragged down what should have been a dark epic.,15,cute commercial ewoks dragged dark epic,6
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816,James Earl Jones delivers Vader's redemption with extraordinary grace.,9,james earl jones delivers vader redemption extraordinary grace,8
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816,The space battle is spectacular. The film delivers everything fans could have hoped for.,14,space battle spectacular delivers fans hoped,6
858,"Godfather, The (1972)",4.2890625,"The greatest film ever made. Every frame is a painting, every line is scripture.",14,greatest ever frame painting line scripture,6
858,"Godfather, The (1972)",4.2890625,Brando and Pacino give two of the greatest performances in cinema history.,12,brando pacino give greatest performances cinema history,7
858,"Godfather, The (1972)",4.2890625,I resisted watching this for years. Now I understand why it's considered the pinnacle.,14,resisted years understand considered pinnacle,5
858,"Godfather, The (1972)",4.2890625,Slow by modern standards but utterly mesmerizing. Patience rewards you enormously.,11,slow modern standards utterly mesmerizing patience rewards enormously,8
858,"Godfather, The (1972)",4.2890625,The baptism sequence intercut with the killings is the greatest editing in cinema history.,14,baptism sequence intercut killings greatest editing cinema history,8
858,"Godfather, The (1972)",4.2890625,Gordon Willis' cinematography is breathtaking. So much of the film is in shadow.,13,gordon willis cinematography breathtaking shadow,5
858,"Godfather, The (1972)",4.2890625,A perfect film in every conceivable way. Nothing comes close.,10,perfect conceivable comes close,4
858,"Godfather, The (1972)",4.2890625,The moment Pacino transforms in the restaurant scene is one of cinema's great revelations.,14,moment pacino transforms restaurant scene cinema great revelations,8
457,"Fugitive, The (1993)",3.992105263157895,Harrison Ford and Tommy Lee Jones make a legendary screen pairing. Pure thriller fun.,14,harrison ford tommy lee jones legendary screen pairing pure thriller fun,11
457,"Fugitive, The (1993)",3.992105263157895,Jones won his Oscar and deserved every second of it. An absolute force of nature.,15,jones oscar deserved second absolute force nature,7
457,"Fugitive, The (1993)",3.992105263157895,Relentlessly paced thriller. Barely a moment to breathe.,8,relentlessly paced thriller barely moment breathe,6
457,"Fugitive, The (1993)",3.992105263157895,A brilliant cat-and-mouse movie. The train crash sequence is extraordinary.,10,brilliant cat mouse train crash sequence extraordinary,7
