movieId,title,avg_rating,review,clean_review,compound,pos,neg,neu,sentiment_label
589,Terminator 2: Judgment Day (1991),3.970982142857143,The highway chase sequence is still the most thrilling action scene I've ever witnessed.,the highway chase sequence is still the most thrilling action scene i've ever witnessed.,0.5256,0.207,0.0,0.793,positive
527,Schindler's List (1993),4.225,The most important film ever made. Devastating and necessary.,the most important film ever made. devastating and necessary.,-0.4951,0.156,0.321,0.523,negative
527,Schindler's List (1993),4.225,Spielberg's masterpiece. The black and white photography is hauntingly beautiful.,spielberg's masterpiece. the black and white photography is hauntingly beautiful.,0.8402,0.5,0.0,0.5,positive
527,Schindler's List (1993),4.225,I haven't been able to stop thinking about this film since I watched it.,i haven't been able to stop thinking about this film since i watched it.,-0.296,0.0,0.145,0.855,negative
527,Schindler's List (1993),4.225,Heartbreaking and essential. Every human being should watch this film.,heartbreaking and essential. every human being should watch this film.,-0.4588,0.0,0.25,0.75,negative
527,Schindler's List (1993),4.225,Brilliant filmmaking in service of an absolutely crucial historical story.,brilliant filmmaking in service of an absolutely crucial historical story.,0.5859,0.297,0.0,0.703,positive
527,Schindler's List (1993),4.225,Almost too painful to watch but impossible to look away from. A genuine masterwork.,almost too painful to watch but impossible to look away from. a genuine masterwork.,-0.2049,0.0,0.122,0.878,negative
527,Schindler's List (1993),4.225,The ending destroyed me completely. A profound and overwhelming experience.,the ending destroyed me completely. a profound and overwhelming experience.,-0.4939,0.0,0.262,0.738,negative
527,Schindler's List (1993),4.225,Dense and heavy but never exploitative. Handled with extraordinary care and artistry.,dense and heavy but never exploitative. handled with extraordinary care and artistry.,0.6486,0.281,0.0,0.719,positive
2959,Fight Club (1999),4.272935779816514,"Fincher at his most unhinged. A brilliant, anarchic, and utterly provocative film.","fincher at his most unhinged. a brilliant, anarchic, and utterly provocative film.",0.6204,0.27,0.0,0.73,positive
2959,Fight Club (1999),4.272935779816514,The twist is one of cinema's all-time greatest. Blew my mind completely.,the twist is one of cinema's alltime greatest. blew my mind completely.,0.6369,0.276,0.0,0.724,positive
2959,Fight Club (1999),4.272935779816514,"Edgy and stylish, but the philosophy is more teenage rebellion than genuine insight.","edgy and stylish, but the philosophy is more teenage rebellion than genuine insight.",-0.2886,0.0,0.153,0.847,negative
2959,Fight Club (1999),4.272935779816514,Brad Pitt was never cooler. An absolutely electric performance.,brad pitt was never cooler. an absolutely electric performance.,0.0,0.0,0.0,1.0,neutral
2959,Fight Club (1999),4.272935779816514,A genuine cultural provocation that still feels dangerous and exciting.,a genuine cultural provocation that still feels dangerous and exciting.,0.0258,0.224,0.217,0.559,neutral
2959,Fight Club (1999),4.272935779816514,Glorifies toxic masculinity under the guise of critique. I couldn't shake my discomfort.,glorifies toxic masculinity under the guise of critique. i couldn't shake my discomfort.,0.7227,0.413,0.0,0.587,positive
2959,Fight Club (1999),4.272935779816514,The cinematography and editing are extraordinary. Fincher's best film.,the cinematography and editing are extraordinary. fincher's best film.,0.6369,0.344,0.0,0.656,positive
2959,Fight Club (1999),4.272935779816514,"Quotable, stylish, and deeply strange. A film that demands multiple viewings.","quotable, stylish, and deeply strange. a film that demands multiple viewings.",-0.2716,0.0,0.173,0.827,negative
1,Toy Story (1995),3.92093023255814,Pixar's first film and still one of their very best. Pure animated joy.,pixar's first film and still one of their very best. pure animated joy.,0.8516,0.43,0.0,0.57,positive
1,Toy Story (1995),3.92093023255814,A genuinely groundbreaking film that works just as well for adults as for children.,a genuinely groundbreaking film that works just as well for adults as for children.,0.2732,0.139,0.0,0.861,positive
1,Toy Story (1995),3.92093023255814,Tom Hanks and Tim Allen are perfect. The voice acting is extraordinary.,tom hanks and tim allen are perfect. the voice acting is extraordinary.,0.5719,0.252,0.0,0.748,positive
1,Toy Story (1995),3.92093023255814,Animation that tells a genuinely moving story about friendship and growing up.,animation that tells a genuinely moving story about friendship and growing up.,0.5574,0.315,0.0,0.685,positive
1,Toy Story (1995),3.92093023255814,Cute but the animation looks primitive today. The story is charming though.,cute but the animation looks primitive today. the story is charming though.,0.802,0.419,0.0,0.581,positive
1,Toy Story (1995),3.92093023255814,Revolutionary at the time and still charming today. A family classic.,revolutionary at the time and still charming today. a family classic.,0.5859,0.275,0.0,0.725,positive
1,Toy Story (1995),3.92093023255814,The concept of toys coming to life is handled with such imagination and heart.,the concept of toys coming to life is handled with such imagination and heart.,0.6369,0.244,0.0,0.756,positive
1,Toy Story (1995),3.92093023255814,One of the best children's films ever made. Timeless and beautiful.,one of the best children's films ever made. timeless and beautiful.,0.8442,0.474,0.0,0.526,positive
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,"The best Star Wars film by a significant margin. Darker, deeper, and more emotionally rich.","the best star wars film by a significant margin. darker, deeper, and more emotionally rich.",0.7414,0.404,0.147,0.449,positive
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,The Vader reveal is the greatest plot twist in movie history. Nothing comes close.,the vader reveal is the greatest plot twist in movie history. nothing comes close.,0.6369,0.244,0.0,0.756,positive
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,A perfect sequel that raises the stakes and deepens every character.,a perfect sequel that raises the stakes and deepens every character.,0.5719,0.27,0.0,0.73,positive
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,"Some scenes drag a bit, but the final act more than makes up for it.","some scenes drag a bit, but the final act more than makes up for it.",-0.1154,0.0,0.094,0.906,negative
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,"The asteroid field sequence is Spielberg-level filmmaking. Wait, Lucas. You know what I mean.","the asteroid field sequence is spielberglevel filmmaking. wait, lucas. you know what i mean.",0.0,0.0,0.0,1.0,neutral
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,Yoda is an instant icon. The film introduces so much that would define the series.,yoda is an instant icon. the film introduces so much that would define the series.,0.0,0.0,0.0,1.0,neutral
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,The ending leaves you devastated and desperate for more. Perfect cliffhanger storytelling.,the ending leaves you devastated and desperate for more. perfect cliffhanger storytelling.,-0.3197,0.207,0.327,0.466,negative
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,Darker and more mature than the original. The gold standard for sequels.,darker and more mature than the original. the gold standard for sequels.,0.659,0.35,0.0,0.65,positive
50,"Usual Suspects, The (1995)",4.237745098039215,The greatest twist ending in cinema history. Nothing can prepare you for it.,the greatest twist ending in cinema history. nothing can prepare you for it.,0.6369,0.259,0.0,0.741,positive
50,"Usual Suspects, The (1995)",4.237745098039215,Kevin Spacey gives a career-defining performance. Absolutely brilliant.,kevin spacey gives a careerdefining performance. absolutely brilliant.,0.624,0.369,0.0,0.631,positive
50,"Usual Suspects, The (1995)",4.237745098039215,"A twisty, clever thriller that rewards careful viewing. Criminally underrated.","a twisty, clever thriller that rewards careful viewing. criminally underrated.",0.7964,0.603,0.0,0.397,positive
50,"Usual Suspects, The (1995)",4.237745098039215,"Once you know the twist, a second viewing reveals just how perfectly it was constructed.","once you know the twist, a second viewing reveals just how perfectly it was constructed.",0.6369,0.231,0.0,0.769,positive
50,"Usual Suspects, The (1995)",4.237745098039215,The ensemble is extraordinary. Every performance is perfectly calibrated.,the ensemble is extraordinary. every performance is perfectly calibrated.,0.6369,0.344,0.0,0.656,positive
50,"Usual Suspects, The (1995)",4.237745098039215,A labyrinthine mystery that's endlessly satisfying. One of the 90s' best films.,a labyrinthine mystery that's endlessly satisfying. one of the s' best films.,0.802,0.419,0.0,0.581,positive
50,"Usual Suspects, The (1995)",4.237745098039215,"Smart, stylish, and completely gripping. The kind of thriller they don't make anymore.","smart, stylish, and completely gripping. the kind of thriller they don't make anymore.",0.4228,0.257,0.0,0.743,positive
50,"Usual Suspects, The (1995)",4.237745098039215,"Even knowing the twist, it's a masterful piece of filmmaking.","even knowing the twist, it's a masterful piece of filmmaking.",0.0,0.0,0.0,1.0,neutral
2858,American Beauty (1999),4.056372549019608,A scathing dissection of suburban mediocrity. Kevin Spacey is riveting.,a scathing dissection of suburban mediocrity. kevin spacey is riveting.,-0.0772,0.0,0.126,0.874,negative
2858,American Beauty (1999),4.056372549019608,Beautifully shot and deeply uncomfortable in the best way. A genuine classic.,beautifully shot and deeply uncomfortable in the best way. a genuine classic.,0.719,0.399,0.146,0.455,positive
2858,American Beauty (1999),4.056372549019608,"The plastic bag scene is laughably pretentious. Beautiful cinematography, hollow film.","the plastic bag scene is laughably pretentious. beautiful cinematography, hollow film.",0.7269,0.404,0.0,0.596,positive
2858,American Beauty (1999),4.056372549019608,"A film that thinks it's more profound than it is, but still manages to be compelling.","a film that thinks it's more profound than it is, but still manages to be compelling.",0.3291,0.135,0.0,0.865,positive
2858,American Beauty (1999),4.056372549019608,Theron Birch steals the film. The cinematography by Conrad Hall is extraordinary.,theron birch steals the film. the cinematography by conrad hall is extraordinary.,-0.5106,0.0,0.231,0.769,negative
2858,American Beauty (1999),4.056372549019608,Felt revolutionary in 1999 and still resonates. A bit dated in its attitudes though.,felt revolutionary in and still resonates. a bit dated in its attitudes though.,0.0,0.0,0.0,1.0,neutral
2858,American Beauty (1999),4.056372549019608,Annette Bening is criminally underrated in this. One of the great female performances.,annette bening is criminally underrated in this. one of the great female performances.,0.6249,0.255,0.0,0.745,positive
2858,American Beauty (1999),4.056372549019608,"Dark, funny, and deeply sad. A film that captures a certain American emptiness perfectly.","dark, funny, and deeply sad. a film that captures a certain american emptiness perfectly.",0.4417,0.376,0.257,0.367,positive
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,What's in the box?! The most gut-punching ending in thriller history.,what's in the box?! the most gutpunching ending in thriller history.,0.1759,0.145,0.0,0.855,positive
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Fincher creates an oppressive atmosphere unlike anything else. Genuinely disturbing.,fincher creates an oppressive atmosphere unlike anything else. genuinely disturbing.,-0.5994,0.139,0.397,0.464,negative
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Freeman and Pitt are electric together. The mystery is cleverly constructed.,freeman and pitt are electric together. the mystery is cleverly constructed.,0.7184,0.4,0.0,0.6,positive
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Too bleak and nihilistic for my taste. Technically brilliant but emotionally exhausting.,too bleak and nihilistic for my taste. technically brilliant but emotionally exhausting.,-0.2144,0.153,0.208,0.639,negative
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,One of the great thrillers. The darkness feels earned rather than gratuitous.,one of the great thrillers. the darkness feels earned rather than gratuitous.,0.4939,0.321,0.123,0.556,positive
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,The killer's logic is terrifying precisely because it makes a twisted kind of sense.,the killer's logic is terrifying precisely because it makes a twisted kind of sense.,-0.5719,0.0,0.222,0.778,negative
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Brilliant visual design serves a genuinely shocking story. A landmark of the genre.,brilliant visual design serves a genuinely shocking story. a landmark of the genre.,0.34,0.287,0.152,0.562,positive
47,Seven (a.k.a. Se7en) (1995),3.975369458128079,Deeply uncomfortable viewing but absolutely essential cinema.,deeply uncomfortable viewing but absolutely essential cinema.,-0.2374,0.0,0.245,0.755,negative
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,Mindless summer blockbuster fun. Will Smith is charismatic as ever.,mindless summer blockbuster fun. will smith is charismatic as ever.,0.6486,0.421,0.17,0.409,positive
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,Spectacular destruction sequences. Exactly what you want from a summer movie.,spectacular destruction sequences. exactly what you want from a summer movie.,-0.5267,0.093,0.264,0.643,negative
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,Stupid but enormously entertaining. The presidential speech is pure cheese gold.,stupid but enormously entertaining. the presidential speech is pure cheese gold.,0.4748,0.277,0.142,0.581,positive
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,The effects are dated but the sheer scale of spectacle is still impressive.,the effects are dated but the sheer scale of spectacle is still impressive.,0.6652,0.271,0.0,0.729,positive
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,A silly but genuinely exciting alien invasion movie. Pure popcorn entertainment.,a silly but genuinely exciting alien invasion movie. pure popcorn entertainment.,0.8422,0.531,0.0,0.469,positive
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,Jeff Goldblum saves the world with a MacBook. Dumb as rocks but hugely entertaining.,jeff goldblum saves the world with a macbook. dumb as rocks but hugely entertaining.,0.4835,0.233,0.117,0.651,positive
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,"The alien design is terrifying. The human story less so, but it works as spectacle.","the alien design is terrifying. the human story less so, but it works as spectacle.",-0.3291,0.0,0.144,0.856,negative
780,Independence Day (a.k.a. ID4) (1996),3.445544554455445,"Fun for about 90 minutes, then completely exhausting. It's at least 30 minutes too long.","fun for about minutes, then completely exhausting. it's at least minutes too long.",0.1298,0.193,0.163,0.644,positive
150,Apollo 13 (1995),3.845771144278607,Thrilling despite knowing the outcome. Ron Howard at his most technically accomplished.,thrilling despite knowing the outcome. ron howard at his most technically accomplished.,0.7414,0.386,0.0,0.614,positive
150,Apollo 13 (1995),3.845771144278607,"Tom Hanks, Kevin Bacon, and Bill Paxton are all superb. A genuinely gripping true story.","tom hanks, kevin bacon, and bill paxton are all superb. a genuinely gripping true story.",0.7845,0.347,0.0,0.653,positive
150,Apollo 13 (1995),3.845771144278607,The attention to historical detail is remarkable. An underrated gem.,the attention to historical detail is remarkable. an underrated gem.,0.5574,0.286,0.0,0.714,positive
